"","Id","10th","25th","75th","90th","Mean","Prob_Smooth"
"187",102699,0.00392156862745098,0.00392156862745098,0.0274509803921569,0.0549019607843137,0.030236862745098,0.245247
"189",102729,0,0.00392156862745098,0.0274509803921569,0.129411764705882,0.0487247058823529,0.641641
"190",102731,0.00392156862745098,0.0117647058823529,0.0470588235294118,0.12156862745098,0.0521552941176471,0.488056
"192",102742,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0666666666666667,0.036638431372549,0.333472
"193",102743,0.00392156862745098,0.00784313725490196,0.0431372549019608,0.133333333333333,0.0555796078431373,0.651544
"194",102765,0.00392156862745098,0.00784313725490196,0.0274509803921569,0.0474509803921565,0.0306494117647059,0.044177
"196",102799,0.00392156862745098,0.00784313725490196,0.0274509803921569,0.0549019607843137,0.0304705882352941,0.501004
"197",102804,0.00784313725490196,0.0156862745098039,0.0509803921568627,0.105882352941176,0.0514760784313726,0.803426
"198",102808,0.00392156862745098,0.00392156862745098,0.0235294117647059,0.0470588235294118,0.0267419607843137,0.567259
"200",102822,0.00392156862745098,0.0117647058823529,0.0392156862745098,0.0705882352941176,0.0417066666666667,0.463287
"201",102834,0.00392156862745098,0.0117647058823529,0.0823529411764706,0.16078431372549,0.0641521568627451,0.635202
"202",102839,0.0117647058823529,0.0196078431372549,0.0509803921568627,0.0823529411764706,0.0472407843137255,0.771294
"203",102843,0.00392156862745098,0.00784313725490196,0.0352941176470588,0.0705882352941176,0.0391639215686274,0.74002
"205",102871,0.00392156862745098,0.0117647058823529,0.0392156862745098,0.0784313725490196,0.0417239215686274,0.501208
"207",102919,0.00392156862745098,0.00784313725490196,0.0235294117647059,0.0470588235294118,0.02816,0.364348
"208",102928,0.00392156862745098,0.00392156862745098,0.0352941176470588,0.0941176470588235,0.0397411764705882,0.909
"210",102964,0,0.00392156862745098,0.0196078431372549,0.0352941176470588,0.0200909803921569,0.071882
"211",102974,0.00392156862745098,0.00784313725490196,0.0352941176470588,0.0784313725490196,0.0398007843137255,0.180686
"212",102977,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0549019607843137,0.0316643137254902,0.805
"213",102982,0,0.00392156862745098,0.0235294117647059,0.0435294117647055,0.0276643137254902,0.176454
"217",103037,0.00392156862745098,0.0117647058823529,0.0509803921568627,0.117647058823529,0.0575027450980392,0.148617
"218",103040,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0592156862745094,0.0354258823529412,0.099171
"221",103132,0,0.00392156862745098,0.0196078431372549,0.0313725490196078,0.0201929411764706,0.229576
"222",103159,0.00784313725490196,0.0117647058823529,0.0509803921568627,0.0862745098039216,0.0471827450980392,0.381227
"224",103191,0.00392156862745098,0.00392156862745098,0.0235294117647059,0.0431372549019608,0.0252125490196078,0.748594
"225",103224,0.00392156862745098,0.00784313725490196,0.0352941176470588,0.0627450980392157,0.0359811764705882,0.552642
"226",103233,0.00392156862745098,0.0117647058823529,0.0352941176470588,0.0627450980392157,0.0347403921568627,0.688587
"227",103246,0,0.00392156862745098,0.0196078431372549,0.0474509803921565,0.0261945098039216,0.203818
"229",103260,0.00392156862745098,0.00784313725490196,0.0352941176470588,0.0631372549019604,0.0326305882352941,0.908351
"231",103323,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0549019607843137,0.0365286274509804,0.718545
"234",103354,0.0117647058823529,0.0196078431372549,0.0705882352941176,0.223529411764706,0.0799074509803922,0.811139
"237",103386,0.00392156862745098,0.00784313725490196,0.0274509803921569,0.0549019607843137,0.0329490196078431,0.564306
"238",103393,0,0.00392156862745098,0.0196078431372549,0.0470588235294118,0.0270713725490196,0.527
"240",103445,0.00392156862745098,0.00392156862745098,0.0274509803921569,0.0588235294117647,0.0352737254901961,0.339793
"241",103491,0.00392156862745098,0.00784313725490196,0.0352941176470588,0.110196078431372,0.0473411764705882,0.085222
"245",103523,0.00392156862745098,0.0117647058823529,0.0352941176470588,0.0552941176470585,0.0355356862745098,0.29655
"246",103533,0,0.00392156862745098,0.0196078431372549,0.0352941176470588,0.0250729411764706,0
"247",103547,0.00392156862745098,0.0117647058823529,0.0352941176470588,0.0588235294117647,0.0372909803921569,0.136864
"250",103592,0.00392156862745098,0.00784313725490196,0.0352941176470588,0.0705882352941176,0.0369239215686274,0.393314
"253",103645,0,0.00392156862745098,0.0274509803921569,0.0549019607843137,0.0296313725490196,0.738473
"255",103707,0.0196078431372549,0.0431372549019608,0.129411764705882,0.203921568627451,0.101438431372549,0.904495
"256",103718,0.00392156862745098,0.00784313725490196,0.0431372549019608,0.161176470588235,0.0574541176470588,0.901688
"258",103750,0.00392156862745098,0.00784313725490196,0.0352941176470588,0.0827450980392153,0.0446713725490196,0.085549
"262",103769,0.00392156862745098,0.0117647058823529,0.0313725490196078,0.0509803921568627,0.0340596078431373,0.158279
"264",103818,0.00392156862745098,0.0117647058823529,0.0313725490196078,0.0588235294117647,0.0378760784313725,0.060546
"265",103819,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0588235294117647,0.0333835294117647,0.855049
"267",103882,0.00784313725490196,0.0156862745098039,0.0470588235294118,0.0705882352941176,0.0384266666666667,0.389489
"270",103904,0.00392156862745098,0.00784313725490196,0.0352941176470588,0.0745098039215686,0.0362541176470588,0.73067
"272",103950,0.00392156862745098,0.00392156862745098,0.0313725490196078,0.0705882352941176,0.0342729411764706,0
"276",103999,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0627450980392157,0.0348407843137255,0.107154
"277",104001,0.00392156862745098,0.00784313725490196,0.0235294117647059,0.0431372549019608,0.0258086274509804,0.108
"278",104008,0.00784313725490196,0.0156862745098039,0.0392156862745098,0.0666666666666667,0.0409803921568627,0.171716
"279",104020,0.00392156862745098,0.00784313725490196,0.0274509803921569,0.0470588235294118,0.0286792156862745,0.117421
"280",104040,0.00784313725490196,0.0156862745098039,0.0549019607843137,0.0980392156862745,0.0547796078431373,0.003114
"281",104041,0.0196078431372549,0.0352941176470588,0.0823529411764706,0.113725490196078,0.0726007843137255,0.373589
"283",104110,0.00392156862745098,0.0117647058823529,0.0431372549019608,0.0784313725490196,0.0423027450980392,0.735239
"284",104131,0.00784313725490196,0.0156862745098039,0.0549019607843137,0.109803921568627,0.0544329411764706,0.254489
"287",104159,0.00392156862745098,0.00784313725490196,0.0274509803921569,0.0435294117647055,0.0253662745098039,0.911
"289",104196,0,0.00392156862745098,0.0313725490196078,0.0745098039215686,0.0343513725490196,0.803519
"293",104234,0.00392156862745098,0.00392156862745098,0.0235294117647059,0.0509803921568627,0.0321976470588235,0.074877
"296",104267,0.00392156862745098,0.00784313725490196,0.0235294117647059,0.0392156862745098,0.0232611764705882,0.436819
"297",104268,0.00784313725490196,0.0117647058823529,0.0313725490196078,0.0549019607843137,0.0362243137254902,0.067546
"298",104279,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0705882352941176,0.0393725490196078,0.403457
"300",104287,0,0.00392156862745098,0.0196078431372549,0.0470588235294118,0.0280564705882353,0.388082
"302",104314,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0549019607843137,0.0319639215686274,0.390641
"303",104317,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0549019607843137,0.0300188235294118,0.18605
"304",104354,0,0.00392156862745098,0.0196078431372549,0.0431372549019608,0.0242196078431373,0.216522
"305",104365,0.00392156862745098,0.0117647058823529,0.0352941176470588,0.0666666666666667,0.0397678431372549,0.155843
"307",104389,0.00392156862745098,0.00784313725490196,0.0274509803921569,0.0509803921568627,0.0308972549019608,0.009712
"309",104414,0.00392156862745098,0.0117647058823529,0.0392156862745098,0.0666666666666667,0.0350478431372549,0.696458
"310",104420,0,0.00392156862745098,0.0235294117647059,0.0549019607843137,0.032163137254902,0.021774
"311",104422,0.00392156862745098,0.00784313725490196,0.0509803921568627,0.133333333333333,0.0520580392156863,0.803918
"312",104440,0.00392156862745098,0.0117647058823529,0.0352941176470588,0.0549019607843137,0.0309803921568627,0.756131
"314",104478,0.00392156862745098,0.00784313725490196,0.0352941176470588,0.0666666666666667,0.0410619607843137,0.121545
"316",104536,0.00392156862745098,0.00784313725490196,0.0274509803921569,0.0470588235294118,0.0275796078431373,0.005302
"317",104540,0,0.00392156862745098,0.0274509803921569,0.0509803921568627,0.0298290196078431,0.41835
"318",104589,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0509803921568627,0.0294101960784314,0.2749
"320",104608,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0627450980392157,0.0365364705882353,0.129405
"322",104611,0.00784313725490196,0.0117647058823529,0.0549019607843137,0.141176470588235,0.0610635294117647,0.83877
"323",104612,0.00392156862745098,0.0117647058823529,0.0470588235294118,0.110196078431372,0.0538007843137255,0.826512
"324",104624,0,0.00392156862745098,0.0196078431372549,0.0352941176470588,0.0226054901960784,0.241859
"325",104703,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0705882352941176,0.0364141176470588,0.89045
"327",104721,0,0.00392156862745098,0.0274509803921569,0.0509803921568627,0.030396862745098,0.174506
"328",104723,0.00392156862745098,0.00784313725490196,0.0274509803921569,0.0431372549019608,0.0261678431372549,0.164382
"329",104751,0,0.00392156862745098,0.0235294117647059,0.0509803921568627,0.0321866666666667,0.409048
"330",104764,0,0.00392156862745098,0.0313725490196078,0.0666666666666667,0.038403137254902,0.671796
"333",104788,0.00392156862745098,0.00784313725490196,0.0352941176470588,0.0666666666666667,0.0359529411764706,0.273614
"335",104830,0.00392156862745098,0.00784313725490196,0.0392156862745098,0.0784313725490196,0.0453647058823529,0.422965
"336",104920,0.00392156862745098,0.00784313725490196,0.0352941176470588,0.0705882352941176,0.0347921568627451,0.455749
"338",104934,0.00392156862745098,0.00784313725490196,0.0235294117647059,0.125490196078431,0.0447043137254902,0
"340",104977,0.00392156862745098,0.0196078431372549,0.298039215686275,0.352941176470588,0.15646431372549,0.727046
"341",104988,0.00392156862745098,0.00784313725490196,0.0392156862745098,0.101960784313725,0.0448376470588235,0.911
"342",104991,0.00392156862745098,0.00392156862745098,0.0274509803921569,0.0588235294117647,0.0315450980392157,0.333704
"343",105009,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0549019607843137,0.0328156862745098,0
"344",105014,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0588235294117647,0.0342164705882353,0.195849
"350",105082,0.00392156862745098,0.00392156862745098,0.0235294117647059,0.0509803921568627,0.0294070588235294,0.544582
"356",105216,0,0.00392156862745098,0.0235294117647059,0.0470588235294118,0.0245349019607843,0.313006
"361",105279,0.00392156862745098,0.00784313725490196,0.0392156862745098,0.0784313725490196,0.0395058823529412,0.539082
"362",105314,0.00392156862745098,0.00784313725490196,0.0235294117647059,0.0431372549019608,0.0304125490196078,0.139
"363",105331,0.00392156862745098,0.00784313725490196,0.0392156862745098,0.0666666666666667,0.0383482352941176,0.529774
"366",105364,0.00392156862745098,0.00784313725490196,0.0274509803921569,0.0509803921568627,0.0300847058823529,0.39186
"370",105447,0.00392156862745098,0.00784313725490196,0.0470588235294118,0.109803921568627,0.0503607843137255,1
"371",105459,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0627450980392157,0.0352188235294118,0.850969
"373",105500,0,0.00392156862745098,0.0196078431372549,0.0352941176470588,0.0215796078431373,0.121764
"375",105513,0.00392156862745098,0.00784313725490196,0.0274509803921569,0.0431372549019608,0.0279419607843137,0.140641
"376",105529,0.0035294117647059,0.00392156862745098,0.0274509803921569,0.0509803921568627,0.0293349019607843,0.354016
"377",105539,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0509803921568627,0.0311749019607843,0.192903
"384",105648,0.00392156862745098,0.00784313725490196,0.0352941176470588,0.125882352941176,0.0500219607843137,0.632636
"385",105653,0.00392156862745098,0.00392156862745098,0.0235294117647059,0.0470588235294118,0.0292847058823529,0.426994
"387",105743,0.00392156862745098,0.0117647058823529,0.0392156862745098,0.0709803921568624,0.040561568627451,0.305599
"388",105755,0.00392156862745098,0.00784313725490196,0.0352941176470588,0.0745098039215686,0.0397066666666667,0.840504
"391",105762,0.00392156862745098,0.0117647058823529,0.0431372549019608,0.0784313725490196,0.0440109803921569,0.504815
"393",105772,0,0.00392156862745098,0.0313725490196078,0.0705882352941176,0.032721568627451,0.728777
"394",105774,0.00392156862745098,0.00392156862745098,0.0196078431372549,0.0392156862745098,0.0229662745098039,0.113271
"397",105846,0.00392156862745098,0.00784313725490196,0.0352941176470588,0.0784313725490196,0.0388862745098039,0.304101
"400",105879,0.00392156862745098,0.00784313725490196,0.0392156862745098,0.0784313725490196,0.0401960784313726,0.36815
"403",105902,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0509803921568627,0.0339670588235294,0.097254
"404",105925,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0509803921568627,0.0310823529411765,0.022316
"405",105940,0.00392156862745098,0.0117647058823529,0.0470588235294118,0.125490196078431,0.0501850980392157,0.082837
"407",105983,0,0.00392156862745098,0.0156862745098039,0.0313725490196078,0.0199921568627451,0.149074
"409",105986,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0549019607843137,0.0334760784313725,0.312161
"411",106000,0.00784313725490196,0.0117647058823529,0.0431372549019608,0.0901960784313725,0.0451027450980392,0.698353
"412",106018,0.00392156862745098,0.00392156862745098,0.0274509803921569,0.0470588235294118,0.0252941176470588,0.698037
"417",106049,0.00392156862745098,0.00784313725490196,0.0392156862745098,0.156862745098039,0.0543121568627451,0.1291
"419",106079,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0509803921568627,0.0336454901960784,0.128923
"420",106105,0.00392156862745098,0.00784313725490196,0.0274509803921569,0.0509803921568627,0.0316564705882353,0.578251
"422",106147,0.00392156862745098,0.0117647058823529,0.0392156862745098,0.0745098039215686,0.0418823529411765,0.529245
"424",106170,0.00392156862745098,0.00392156862745098,0.0205882352941176,0.0392156862745098,0.024716862745098,0.858428
"426",106199,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.105882352941176,0.0454007843137255,0.117752
"428",106206,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0823529411764706,0.0441113725490196,0.556426
"430",106263,0.00392156862745098,0.00784313725490196,0.0352941176470588,0.129411764705882,0.05664,0.322803
"433",106355,0,0.00392156862745098,0.0274509803921569,0.0509803921568627,0.0272956862745098,0.253134
"437",106409,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0592156862745094,0.0390117647058823,0.373134
"438",106429,0.00392156862745098,0.00784313725490196,0.0274509803921569,0.0470588235294118,0.0296580392156863,0.437039
"442",106499,0.00392156862745098,0.00392156862745098,0.0352941176470588,0.0901960784313725,0.0428972549019608,0.352787
"445",106612,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0549019607843137,0.0315137254901961,0.510511
"447",106646,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0627450980392157,0.0313976470588235,0.488509
"448",106652,0.00392156862745098,0.0117647058823529,0.0588235294117647,0.145098039215686,0.0594698039215686,0.86
"452",106694,0.00392156862745098,0.00784313725490196,0.0352941176470588,0.0823529411764706,0.0436674509803922,0.720824
"453",106705,0.00392156862745098,0.0117647058823529,0.0352941176470588,0.0705882352941176,0.0405113725490196,0.285612
"454",106725,0.00392156862745098,0.00784313725490196,0.0392156862745098,0.0901960784313725,0.0382635294117647,0.599257
"456",106749,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0509803921568627,0.0267733333333333,0.683619
"458",106777,0.00392156862745098,0.00392156862745098,0.0274509803921569,0.0627450980392157,0.0343937254901961,0.007322
"460",106784,0,0.00392156862745098,0.0196078431372549,0.0470588235294118,0.0270729411764706,0.144379
"461",106788,0.00392156862745098,0.00784313725490196,0.0235294117647059,0.0470588235294118,0.0307952941176471,0.167323
"462",106800,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0823529411764706,0.0399105882352941,0.865772
"468",106882,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0784313725490196,0.0399294117647059,0.488786
"469",106885,0.00392156862745098,0.00392156862745098,0.0235294117647059,0.0470588235294118,0.0261458823529412,0.305342
"470",106886,0,0.00392156862745098,0.0156862745098039,0.0352941176470588,0.0232549019607843,0.255229
"471",106896,0.00392156862745098,0.0117647058823529,0.0470588235294118,0.113725490196078,0.0495796078431373,0.844887
"473",106923,0.00392156862745098,0.00784313725490196,0.0352941176470588,0.0745098039215686,0.0378149019607843,0.758512
"478",107012,0.00784313725490196,0.0156862745098039,0.0509803921568627,0.0941176470588235,0.0511309803921569,0
"479",107019,0.00784313725490196,0.0156862745098039,0.0470588235294118,0.0745098039215686,0.0445396078431373,0.557161
"480",107055,0.00392156862745098,0.00784313725490196,0.0352941176470588,0.0705882352941176,0.0446258823529412,0.583662
"482",107084,0.00392156862745098,0.00784313725490196,0.0274509803921569,0.0470588235294118,0.0323592156862745,0.058207
"488",107197,0,0.00392156862745098,0.0156862745098039,0.0313725490196078,0.0214039215686275,0.178756
"491",107231,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0827450980392153,0.0392439215686275,0.176321
"492",107261,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0666666666666667,0.0361913725490196,0.687343
"496",107298,0.00784313725490196,0.0117647058823529,0.0431372549019608,0.0823529411764706,0.0436062745098039,0.927399
"499",107374,0.00392156862745098,0.00392156862745098,0.0235294117647059,0.0588235294117647,0.036556862745098,0.191347
"500",107379,0,0.00392156862745098,0.0196078431372549,0.0352941176470588,0.0256125490196078,0.028279
"502",107388,0.00392156862745098,0.0117647058823529,0.0549019607843137,0.156862745098039,0.0601066666666667,0.798132
"508",107434,0.00392156862745098,0.00784313725490196,0.0235294117647059,0.0431372549019608,0.0238133333333333,0.465
"511",107461,0.00784313725490196,0.0235294117647059,0.105882352941176,0.156862745098039,0.0762917647058824,0.942511
"512",107466,0.00784313725490196,0.0117647058823529,0.0235294117647059,0.0352941176470588,0.0295890196078431,0.225
"513",107480,0.00392156862745098,0.00784313725490196,0.0352941176470588,0.0549019607843137,0.0298321568627451,0.642995
"514",107496,0.0117647058823529,0.0235294117647059,0.129411764705882,0.294117647058824,0.102213333333333,0.214385
"515",107510,0.00392156862745098,0.00784313725490196,0.0313725490196078,0.0549019607843137,0.0299921568627451,0.531496
"516",107517,0.00392156862745098,0.00392156862745098,0.0274509803921569,0.0705882352941176,0.0353850980392157,0.152461
"517",107521,0.00392156862745098,0.00784313725490196,0.0284313725490196,0.0509803921568627,0.0329552941176471,0.767855
"518",107524,0,0.00392156862745098,0.0156862745098039,0.0313725490196078,0.0207670588235294,0.032914
"520",107539,0,0.00392156862745098,0.0196078431372549,0.0431372549019608,0.0253301960784314,0.714531
"521",107553,0.00392156862745098,0.0117647058823529,0.0431372549019608,0.0823529411764706,0.0426321568627451,0.851396
